[ 2025-12-27 16:40:34,803 ] 15 root - INFO - Initiate the data ingestion
[ 2025-12-27 16:40:43,482 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-12-27 16:40:43,482 ] 66 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-12-27 16:40:43,483 ] 74 root - INFO - Exporting train and test file path.
[ 2025-12-27 16:40:43,577 ] 17 root - INFO - data initiate completed
[ 2025-12-27 16:40:43,585 ] 21 root - INFO - Initiate the data validation
[ 2025-12-27 16:40:43,691 ] 25 root - INFO - Required number of columns:2
[ 2025-12-27 16:40:43,691 ] 26 root - INFO - Data frame has columns:31
[ 2025-12-27 16:40:43,691 ] 25 root - INFO - Required number of columns:2
[ 2025-12-27 16:40:43,692 ] 26 root - INFO - Data frame has columns:31
[ 2025-12-27 16:40:43,956 ] 23 root - INFO - Data validation completed
[ 2025-12-27 16:40:43,956 ] 26 root - INFO - Data transformation started
[ 2025-12-27 16:40:43,956 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-12-27 16:40:43,956 ] 65 root - INFO - Starting data transformation
[ 2025-12-27 16:40:43,989 ] 49 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2025-12-27 16:40:43,989 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-12-27 16:40:44,008 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-12-27 16:40:44,012 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-12-27 16:40:44,014 ] 30 root - INFO - data Transformation completed
[ 2025-12-27 16:40:44,014 ] 32 root - INFO - Model Training started
